order_id,is_anomaly,true_issue_type,split,notes
00000000-0000-4000-8000-000000000115,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000116,False,,test,
00000000-0000-4000-8000-000000000117,False,,dev,
00000000-0000-4000-8000-000000000118,False,,dev,
00000000-0000-4000-8000-000000000119,False,,test,
00000000-0000-4000-8000-000000000120,False,,dev,
00000000-0000-4000-8000-000000000121,False,,dev,
00000000-0000-4000-8000-000000000122,False,,test,
00000000-0000-4000-8000-000000000123,False,,dev,
00000000-0000-4000-8000-000000000124,False,,dev,
00000000-0000-4000-8000-000000000125,False,,dev,
00000000-0000-4000-8000-000000000126,True,MISSING_SETTLEMENT,test,
00000000-0000-4000-8000-000000000127,False,,dev,
00000000-0000-4000-8000-000000000128,True,REFUND,dev,
00000000-0000-4000-8000-000000000129,False,,dev,
00000000-0000-4000-8000-000000000130,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000131,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000132,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000133,False,,dev,
00000000-0000-4000-8000-000000000134,False,,test,
00000000-0000-4000-8000-000000000135,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000136,False,,test,
00000000-0000-4000-8000-000000000137,False,,dev,
00000000-0000-4000-8000-000000000138,False,,test,
00000000-0000-4000-8000-000000000139,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000140,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000141,True,REFUND,dev,
00000000-0000-4000-8000-000000000142,True,REFUND,dev,
00000000-0000-4000-8000-000000000143,False,,dev,
00000000-0000-4000-8000-000000000144,False,,test,
00000000-0000-4000-8000-000000000145,False,,test,
00000000-0000-4000-8000-000000000146,False,,dev,
00000000-0000-4000-8000-000000000147,False,,dev,
00000000-0000-4000-8000-000000000148,False,,dev,
00000000-0000-4000-8000-000000000149,False,,dev,
00000000-0000-4000-8000-000000000150,False,,dev,
00000000-0000-4000-8000-000000000151,True,REFUND,dev,
00000000-0000-4000-8000-000000000152,False,,dev,
00000000-0000-4000-8000-000000000153,False,,dev,
00000000-0000-4000-8000-000000000154,False,,test,
00000000-0000-4000-8000-000000000155,False,,dev,
00000000-0000-4000-8000-000000000156,False,,test,
00000000-0000-4000-8000-000000000157,False,,dev,
00000000-0000-4000-8000-000000000158,False,,dev,
00000000-0000-4000-8000-000000000159,False,,test,
00000000-0000-4000-8000-000000000160,False,,dev,
00000000-0000-4000-8000-000000000161,False,,dev,
00000000-0000-4000-8000-000000000162,False,,dev,
00000000-0000-4000-8000-000000000163,False,,dev,
00000000-0000-4000-8000-000000000164,True,TIMING,dev,
00000000-0000-4000-8000-000000000165,False,,test,
00000000-0000-4000-8000-000000000166,False,,dev,
00000000-0000-4000-8000-000000000167,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000168,False,,dev,
00000000-0000-4000-8000-000000000169,False,,test,
00000000-0000-4000-8000-000000000170,True,DUPLICATE,test,
00000000-0000-4000-8000-000000000171,False,,test,
00000000-0000-4000-8000-000000000172,False,,test,
00000000-0000-4000-8000-000000000173,False,,dev,
00000000-0000-4000-8000-000000000174,False,,dev,
00000000-0000-4000-8000-000000000175,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000176,False,,dev,
00000000-0000-4000-8000-000000000177,False,,dev,
00000000-0000-4000-8000-000000000178,False,,test,
00000000-0000-4000-8000-000000000179,True,TIMING,dev,
00000000-0000-4000-8000-000000000180,False,,test,
00000000-0000-4000-8000-000000000181,False,,dev,
00000000-0000-4000-8000-000000000182,False,,dev,
00000000-0000-4000-8000-000000000183,False,,test,
00000000-0000-4000-8000-000000000184,False,,test,
00000000-0000-4000-8000-000000000185,False,,test,
00000000-0000-4000-8000-000000000186,True,TIMING,dev,
00000000-0000-4000-8000-000000000187,True,AMOUNT_MISMATCH,test,
00000000-0000-4000-8000-000000000188,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000189,False,,dev,
00000000-0000-4000-8000-000000000190,False,,dev,
00000000-0000-4000-8000-000000000191,False,,dev,
00000000-0000-4000-8000-000000000192,False,,dev,
00000000-0000-4000-8000-000000000193,False,,dev,
00000000-0000-4000-8000-000000000194,False,,dev,
00000000-0000-4000-8000-000000000195,False,,dev,
00000000-0000-4000-8000-000000000196,False,,dev,
00000000-0000-4000-8000-000000000197,False,,dev,
00000000-0000-4000-8000-000000000198,False,,dev,
00000000-0000-4000-8000-000000000199,False,,dev,
00000000-0000-4000-8000-000000000200,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000201,False,,dev,
00000000-0000-4000-8000-000000000202,False,,dev,
00000000-0000-4000-8000-000000000203,False,,dev,
00000000-0000-4000-8000-000000000204,True,TIMING,dev,
00000000-0000-4000-8000-000000000205,False,,dev,
00000000-0000-4000-8000-000000000206,True,TIMING,dev,
00000000-0000-4000-8000-000000000207,False,,dev,
00000000-0000-4000-8000-000000000208,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000209,False,,dev,
00000000-0000-4000-8000-000000000210,True,TIMING,dev,
00000000-0000-4000-8000-000000000211,False,,test,
00000000-0000-4000-8000-000000000212,True,FEE_MISMATCH,test,
00000000-0000-4000-8000-000000000213,False,,dev,
00000000-0000-4000-8000-000000000214,False,,dev,
00000000-0000-4000-8000-000000000215,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000216,False,,dev,
00000000-0000-4000-8000-000000000217,False,,dev,
00000000-0000-4000-8000-000000000218,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000219,False,,dev,
00000000-0000-4000-8000-000000000220,False,,dev,
00000000-0000-4000-8000-000000000221,False,,test,
00000000-0000-4000-8000-000000000222,False,,dev,
00000000-0000-4000-8000-000000000223,False,,dev,
00000000-0000-4000-8000-000000000224,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000225,False,,dev,
00000000-0000-4000-8000-000000000226,False,,dev,
00000000-0000-4000-8000-000000000227,False,,dev,
00000000-0000-4000-8000-000000000228,True,AMOUNT_MISMATCH,test,
00000000-0000-4000-8000-000000000229,False,,test,
00000000-0000-4000-8000-000000000230,False,,dev,
00000000-0000-4000-8000-000000000231,True,REFUND,dev,
00000000-0000-4000-8000-000000000232,False,,dev,
00000000-0000-4000-8000-000000000233,False,,dev,
00000000-0000-4000-8000-000000000234,False,,dev,
00000000-0000-4000-8000-000000000235,False,,dev,
00000000-0000-4000-8000-000000000236,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000237,False,,test,
00000000-0000-4000-8000-000000000238,False,,test,
00000000-0000-4000-8000-000000000239,False,,dev,
00000000-0000-4000-8000-000000000240,False,,test,
00000000-0000-4000-8000-000000000241,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000242,False,,dev,
00000000-0000-4000-8000-000000000243,False,,test,
00000000-0000-4000-8000-000000000244,False,,dev,
00000000-0000-4000-8000-000000000245,False,,test,
00000000-0000-4000-8000-000000000246,False,,dev,
00000000-0000-4000-8000-000000000247,False,,dev,
00000000-0000-4000-8000-000000000248,False,,dev,
00000000-0000-4000-8000-000000000249,False,,dev,
00000000-0000-4000-8000-000000000250,False,,dev,
00000000-0000-4000-8000-000000000251,False,,dev,
00000000-0000-4000-8000-000000000252,False,,dev,
00000000-0000-4000-8000-000000000253,False,,dev,
00000000-0000-4000-8000-000000000254,False,,dev,
00000000-0000-4000-8000-000000000255,False,,dev,
00000000-0000-4000-8000-000000000256,False,,dev,
00000000-0000-4000-8000-000000000257,False,,dev,
00000000-0000-4000-8000-000000000258,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000259,False,,dev,
00000000-0000-4000-8000-000000000260,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000261,False,,dev,
00000000-0000-4000-8000-000000000262,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000263,False,,test,
00000000-0000-4000-8000-000000000264,False,,dev,
00000000-0000-4000-8000-000000000265,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000266,False,,test,
00000000-0000-4000-8000-000000000267,False,,test,
00000000-0000-4000-8000-000000000268,True,REFUND,test,
00000000-0000-4000-8000-000000000269,False,,test,
00000000-0000-4000-8000-000000000270,False,,dev,
00000000-0000-4000-8000-000000000271,False,,dev,
00000000-0000-4000-8000-000000000272,False,,dev,
00000000-0000-4000-8000-000000000273,False,,dev,
00000000-0000-4000-8000-000000000274,False,,dev,
00000000-0000-4000-8000-000000000275,False,,dev,
00000000-0000-4000-8000-000000000276,False,,dev,
00000000-0000-4000-8000-000000000277,False,,dev,
00000000-0000-4000-8000-000000000278,False,,dev,
00000000-0000-4000-8000-000000000279,False,,dev,
00000000-0000-4000-8000-000000000280,False,,dev,
00000000-0000-4000-8000-000000000281,False,,dev,
00000000-0000-4000-8000-000000000282,False,,dev,
00000000-0000-4000-8000-000000000283,False,,dev,
00000000-0000-4000-8000-000000000284,False,,dev,
00000000-0000-4000-8000-000000000285,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000286,False,,test,
00000000-0000-4000-8000-000000000287,False,,dev,
00000000-0000-4000-8000-000000000288,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000289,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000290,False,,dev,
00000000-0000-4000-8000-000000000291,False,,dev,
00000000-0000-4000-8000-000000000292,False,,test,
00000000-0000-4000-8000-000000000293,False,,dev,
00000000-0000-4000-8000-000000000294,False,,dev,
00000000-0000-4000-8000-000000000295,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000296,False,,dev,
00000000-0000-4000-8000-000000000297,False,,dev,
00000000-0000-4000-8000-000000000298,False,,test,
00000000-0000-4000-8000-000000000299,False,,dev,
00000000-0000-4000-8000-000000000300,False,,dev,
00000000-0000-4000-8000-000000000301,False,,dev,
00000000-0000-4000-8000-000000000302,False,,dev,
00000000-0000-4000-8000-000000000303,False,,dev,
00000000-0000-4000-8000-000000000304,False,,dev,
00000000-0000-4000-8000-000000000305,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000306,False,,test,
00000000-0000-4000-8000-000000000307,False,,dev,
00000000-0000-4000-8000-000000000308,False,,dev,
00000000-0000-4000-8000-000000000309,False,,test,
00000000-0000-4000-8000-000000000310,False,,dev,
00000000-0000-4000-8000-000000000311,False,,test,
00000000-0000-4000-8000-000000000312,False,,dev,
00000000-0000-4000-8000-000000000313,False,,dev,
00000000-0000-4000-8000-000000000314,False,,dev,
00000000-0000-4000-8000-000000000315,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000316,False,,dev,
00000000-0000-4000-8000-000000000317,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000318,False,,dev,
00000000-0000-4000-8000-000000000319,False,,dev,
00000000-0000-4000-8000-000000000320,False,,dev,
00000000-0000-4000-8000-000000000321,True,REFUND,dev,
00000000-0000-4000-8000-000000000322,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000323,False,,dev,
00000000-0000-4000-8000-000000000324,False,,test,
00000000-0000-4000-8000-000000000325,False,,test,
00000000-0000-4000-8000-000000000326,False,,dev,
00000000-0000-4000-8000-000000000327,False,,dev,
00000000-0000-4000-8000-000000000328,True,AMOUNT_MISMATCH,test,
00000000-0000-4000-8000-000000000329,False,,dev,
00000000-0000-4000-8000-000000000330,False,,dev,
00000000-0000-4000-8000-000000000331,False,,dev,
00000000-0000-4000-8000-000000000332,True,MISSING_SETTLEMENT,test,
00000000-0000-4000-8000-000000000333,False,,dev,
00000000-0000-4000-8000-000000000334,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000335,True,TIMING,test,
00000000-0000-4000-8000-000000000336,False,,dev,
00000000-0000-4000-8000-000000000337,False,,dev,
00000000-0000-4000-8000-000000000338,False,,dev,
00000000-0000-4000-8000-000000000339,False,,dev,
00000000-0000-4000-8000-000000000340,False,,dev,
00000000-0000-4000-8000-000000000341,False,,dev,
00000000-0000-4000-8000-000000000342,False,,dev,
00000000-0000-4000-8000-000000000343,False,,dev,
00000000-0000-4000-8000-000000000344,False,,dev,
00000000-0000-4000-8000-000000000345,False,,test,
00000000-0000-4000-8000-000000000346,False,,dev,
00000000-0000-4000-8000-000000000347,False,,dev,
00000000-0000-4000-8000-000000000348,False,,dev,
00000000-0000-4000-8000-000000000349,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000350,True,REFUND,dev,
00000000-0000-4000-8000-000000000351,False,,test,
00000000-0000-4000-8000-000000000352,False,,dev,
00000000-0000-4000-8000-000000000353,False,,dev,
00000000-0000-4000-8000-000000000354,False,,dev,
00000000-0000-4000-8000-000000000355,False,,test,
00000000-0000-4000-8000-000000000356,True,AMOUNT_MISMATCH,test,
00000000-0000-4000-8000-000000000357,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000358,False,,dev,
00000000-0000-4000-8000-000000000359,False,,dev,
00000000-0000-4000-8000-000000000360,True,REFUND,test,
00000000-0000-4000-8000-000000000361,False,,dev,
00000000-0000-4000-8000-000000000362,False,,dev,
00000000-0000-4000-8000-000000000363,False,,test,
00000000-0000-4000-8000-000000000364,False,,dev,
00000000-0000-4000-8000-000000000365,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000366,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000367,False,,dev,
00000000-0000-4000-8000-000000000368,True,REFUND,dev,
00000000-0000-4000-8000-000000000369,False,,dev,
00000000-0000-4000-8000-000000000370,False,,dev,
00000000-0000-4000-8000-000000000371,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000372,False,,dev,
00000000-0000-4000-8000-000000000373,True,REFUND,test,
00000000-0000-4000-8000-000000000374,False,,dev,
00000000-0000-4000-8000-000000000375,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000376,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000377,False,,dev,
00000000-0000-4000-8000-000000000378,False,,dev,
00000000-0000-4000-8000-000000000379,True,AMOUNT_MISMATCH,test,
00000000-0000-4000-8000-000000000380,True,TIMING,test,
00000000-0000-4000-8000-000000000381,False,,dev,
00000000-0000-4000-8000-000000000382,False,,dev,
00000000-0000-4000-8000-000000000383,False,,dev,
00000000-0000-4000-8000-000000000384,True,REFUND,dev,
00000000-0000-4000-8000-000000000385,False,,dev,
00000000-0000-4000-8000-000000000386,False,,test,
00000000-0000-4000-8000-000000000387,False,,test,
00000000-0000-4000-8000-000000000388,False,,test,
00000000-0000-4000-8000-000000000389,False,,dev,
00000000-0000-4000-8000-000000000390,False,,dev,
00000000-0000-4000-8000-000000000391,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000392,False,,dev,
00000000-0000-4000-8000-000000000393,False,,dev,
00000000-0000-4000-8000-000000000394,False,,dev,
00000000-0000-4000-8000-000000000395,False,,dev,
00000000-0000-4000-8000-000000000396,False,,dev,
00000000-0000-4000-8000-000000000397,False,,dev,
00000000-0000-4000-8000-000000000398,False,,dev,
00000000-0000-4000-8000-000000000399,True,TIMING,dev,
00000000-0000-4000-8000-000000000400,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000401,False,,dev,
00000000-0000-4000-8000-000000000402,False,,dev,
00000000-0000-4000-8000-000000000403,False,,test,
00000000-0000-4000-8000-000000000404,True,TIMING,dev,
00000000-0000-4000-8000-000000000405,False,,dev,
00000000-0000-4000-8000-000000000406,False,,dev,
00000000-0000-4000-8000-000000000407,False,,dev,
00000000-0000-4000-8000-000000000408,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000409,False,,dev,
00000000-0000-4000-8000-000000000410,False,,dev,
00000000-0000-4000-8000-000000000411,False,,test,
00000000-0000-4000-8000-000000000412,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000413,False,,test,
00000000-0000-4000-8000-000000000414,False,,dev,
00000000-0000-4000-8000-000000000415,False,,dev,
00000000-0000-4000-8000-000000000416,False,,test,
00000000-0000-4000-8000-000000000417,False,,dev,
00000000-0000-4000-8000-000000000418,False,,dev,
00000000-0000-4000-8000-000000000419,True,FEE_MISMATCH,test,
00000000-0000-4000-8000-000000000420,True,TIMING,dev,
00000000-0000-4000-8000-000000000421,False,,dev,
00000000-0000-4000-8000-000000000422,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000423,False,,dev,
00000000-0000-4000-8000-000000000424,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000425,False,,dev,
00000000-0000-4000-8000-000000000426,False,,test,
00000000-0000-4000-8000-000000000427,False,,dev,
00000000-0000-4000-8000-000000000428,False,,dev,
00000000-0000-4000-8000-000000000429,False,,test,
00000000-0000-4000-8000-000000000430,False,,dev,
00000000-0000-4000-8000-000000000431,False,,dev,
00000000-0000-4000-8000-000000000432,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000433,False,,dev,
00000000-0000-4000-8000-000000000434,False,,dev,
00000000-0000-4000-8000-000000000435,False,,dev,
00000000-0000-4000-8000-000000000436,False,,dev,
00000000-0000-4000-8000-000000000437,False,,dev,
00000000-0000-4000-8000-000000000438,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000439,False,,dev,
00000000-0000-4000-8000-000000000440,False,,dev,
00000000-0000-4000-8000-000000000441,False,,test,
00000000-0000-4000-8000-000000000442,False,,test,
00000000-0000-4000-8000-000000000443,False,,dev,
00000000-0000-4000-8000-000000000444,False,,dev,
00000000-0000-4000-8000-000000000445,False,,dev,
00000000-0000-4000-8000-000000000446,True,DUPLICATE,dev,
00000000-0000-4000-8000-000000000447,True,REFUND,dev,
00000000-0000-4000-8000-000000000448,False,,dev,
00000000-0000-4000-8000-000000000449,False,,dev,
00000000-0000-4000-8000-000000000450,False,,dev,
00000000-0000-4000-8000-000000000451,False,,dev,
00000000-0000-4000-8000-000000000452,True,DUPLICATE,test,
00000000-0000-4000-8000-000000000453,False,,test,
00000000-0000-4000-8000-000000000454,False,,dev,
00000000-0000-4000-8000-000000000455,False,,dev,
00000000-0000-4000-8000-000000000456,False,,dev,
00000000-0000-4000-8000-000000000457,False,,dev,
00000000-0000-4000-8000-000000000458,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000459,True,REFUND,dev,
00000000-0000-4000-8000-000000000460,False,,dev,
00000000-0000-4000-8000-000000000461,False,,dev,
00000000-0000-4000-8000-000000000462,False,,dev,
00000000-0000-4000-8000-000000000463,False,,test,
00000000-0000-4000-8000-000000000464,False,,dev,
00000000-0000-4000-8000-000000000465,False,,dev,
00000000-0000-4000-8000-000000000466,False,,dev,
00000000-0000-4000-8000-000000000467,False,,test,
00000000-0000-4000-8000-000000000468,False,,dev,
00000000-0000-4000-8000-000000000469,False,,dev,
00000000-0000-4000-8000-000000000470,True,TIMING,dev,
00000000-0000-4000-8000-000000000471,False,,dev,
00000000-0000-4000-8000-000000000472,False,,dev,
00000000-0000-4000-8000-000000000473,False,,test,
00000000-0000-4000-8000-000000000474,False,,dev,
00000000-0000-4000-8000-000000000475,False,,dev,
00000000-0000-4000-8000-000000000476,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000477,True,MISSING_SETTLEMENT,dev,
00000000-0000-4000-8000-000000000478,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000479,True,FEE_MISMATCH,dev,
00000000-0000-4000-8000-000000000480,False,,test,
00000000-0000-4000-8000-000000000481,False,,dev,
00000000-0000-4000-8000-000000000482,True,REFUND,dev,
00000000-0000-4000-8000-000000000483,False,,dev,
00000000-0000-4000-8000-000000000484,False,,test,
00000000-0000-4000-8000-000000000485,False,,dev,
00000000-0000-4000-8000-000000000486,False,,dev,
00000000-0000-4000-8000-000000000487,True,TIMING,dev,
00000000-0000-4000-8000-000000000488,True,AMOUNT_MISMATCH,dev,
00000000-0000-4000-8000-000000000489,False,,test,
00000000-0000-4000-8000-000000000490,False,,dev,
00000000-0000-4000-8000-000000000491,False,,dev,
00000000-0000-4000-8000-000000000492,False,,test,
00000000-0000-4000-8000-000000000493,False,,dev,
00000000-0000-4000-8000-000000000494,False,,dev,
00000000-0000-4000-8000-000000000495,False,,dev,
00000000-0000-4000-8000-000000000496,False,,dev,
00000000-0000-4000-8000-000000000497,False,,dev,
00000000-0000-4000-8000-000000000498,False,,test,
00000000-0000-4000-8000-000000000499,False,,dev,
00000000-0000-4000-8000-000000000500,True,REFUND,dev,
00000000-0000-4000-8000-000000000501,False,,test,
00000000-0000-4000-8000-000000000502,False,,dev,
00000000-0000-4000-8000-000000000503,False,,test,
00000000-0000-4000-8000-000000000504,False,,dev,
00000000-0000-4000-8000-000000000505,False,,dev,
00000000-0000-4000-8000-000000000506,False,,dev,
00000000-0000-4000-8000-000000000507,False,,dev,
00000000-0000-4000-8000-000000000508,False,,dev,
00000000-0000-4000-8000-000000000509,False,,test,
00000000-0000-4000-8000-000000000510,True,MISSING_SETTLEMENT,test,
00000000-0000-4000-8000-000000000511,False,,dev,
00000000-0000-4000-8000-000000000512,False,,dev,
00000000-0000-4000-8000-000000000513,False,,dev,
00000000-0000-4000-8000-000000000514,False,,dev,
00000000-0000-4000-8000-000000000515,False,,dev,
00000000-0000-4000-8000-000000000516,False,,dev,
00000000-0000-4000-8000-000000000517,False,,dev,
00000000-0000-4000-8000-000000000518,False,,dev,
00000000-0000-4000-8000-000000000519,False,,test,
