id,payment_id,settlement_ref,gross_amount_paise,fee_paise,tax_paise,refund_paise,net_amount_paise,settlement_date
20000000-0000-4000-8000-000000000059,10000000-0000-4000-8000-000000000059,setl_KBTFSHB0OQVSHK,1072100,21442,3860,0,1046798,2026-08-19
20000000-0000-4000-8000-000000000060,10000000-0000-4000-8000-000000000060,setl_0IWF3KM2KQL0HT,713800,14276,2570,0,696954,2026-08-17
20000000-0000-4000-8000-000000000061,10000000-0000-4000-8000-000000000061,setl_MMWI9S3W563BTK,398600,7972,1435,0,389193,2026-06-09
20000000-0000-4000-8000-000000000062,10000000-0000-4000-8000-000000000062,setl_2DG1WJUIIYMYRS,1281500,25630,4613,0,1251257,2026-08-14
20000000-0000-4000-8000-000000000063,10000000-0000-4000-8000-000000000063,setl_BN18GP51KFK7Y6,1015900,20318,3657,0,991925,2026-07-11
20000000-0000-4000-8000-000000000064,10000000-0000-4000-8000-000000000064,setl_L08KG68A1ARR3V,614500,12290,2212,0,599998,2026-07-05
20000000-0000-4000-8000-000000000065,10000000-0000-4000-8000-000000000065,setl_QE4LOHHCU9TD0V,1121000,22420,4036,0,1094544,2026-08-09
20000000-0000-4000-8000-000000000066,10000000-0000-4000-8000-000000000066,setl_8KB9W4UOV51ZLB,808700,16174,2911,0,789615,2026-06-10
20000000-0000-4000-8000-000000000067,10000000-0000-4000-8000-000000000067,setl_6LGJLPEFJAWSHM,356000,7120,1282,0,347598,2026-06-26
20000000-0000-4000-8000-000000000068,10000000-0000-4000-8000-000000000068,setl_G7L4LRCER4KMUS,148500,2970,535,0,144995,2026-08-06
20000000-0000-4000-8000-000000000069,10000000-0000-4000-8000-000000000069,setl_U131XQKWQH5K2Y,207200,4144,746,0,202310,2026-06-19
20000000-0000-4000-8000-000000000070,10000000-0000-4000-8000-000000000070,setl_E346Z7WQP3NIPA,365900,7318,1317,0,357265,2026-07-07
20000000-0000-4000-8000-000000000071,10000000-0000-4000-8000-000000000071,setl_2JWUUXK0AREC2J,1140600,22812,4106,0,1113682,2026-06-08
20000000-0000-4000-8000-000000000072,10000000-0000-4000-8000-000000000072,setl_JTPK2NLT8DTM4V,1209300,24186,4353,0,1180761,2026-06-08
20000000-0000-4000-8000-000000000073,10000000-0000-4000-8000-000000000073,setl_GKXCQ91YY1J2JC,58700,1174,211,0,57315,2026-08-07
20000000-0000-4000-8000-000000000074,10000000-0000-4000-8000-000000000074,setl_83RU7MYOW8DT8C,1069000,21380,3848,0,1043772,2026-08-12
20000000-0000-4000-8000-000000000075,10000000-0000-4000-8000-000000000075,setl_6WIXAW63DW4C3E,80500,1610,290,0,78600,2026-07-05
20000000-0000-4000-8000-000000000076,10000000-0000-4000-8000-000000000076,setl_G2Y8RGYBXKPM21,1022600,20452,3681,0,998467,2026-08-08
20000000-0000-4000-8000-000000000077,10000000-0000-4000-8000-000000000077,setl_M5V2WWG84D4R9V,257300,5146,926,0,251228,2026-08-25
20000000-0000-4000-8000-000000000078,10000000-0000-4000-8000-000000000078,setl_QBNXZU1EMTX015,889700,17794,3203,0,868703,2026-07-13
20000000-0000-4000-8000-000000000079,10000000-0000-4000-8000-000000000079,setl_PXKC5I8XOMXLVZ,151200,3024,544,0,147632,2026-07-04
20000000-0000-4000-8000-000000000081,10000000-0000-4000-8000-000000000081,setl_YOZPNAMLQUH50O,554600,11092,1997,0,541511,2026-07-17
20000000-0000-4000-8000-000000000082,10000000-0000-4000-8000-000000000082,setl_G6XB1R8VNRPJY9,324600,6492,1169,0,316939,2026-08-14
20000000-0000-4000-8000-000000000083,10000000-0000-4000-8000-000000000083,setl_G6W3STT1EQC37R,1374500,27490,4948,0,1342062,2026-07-21
20000000-0000-4000-8000-000000000084,10000000-0000-4000-8000-000000000084,setl_MFS0IUDUAHGK6T,991700,19834,3570,0,968296,2026-06-08
20000000-0000-4000-8000-000000000085,10000000-0000-4000-8000-000000000085,setl_OSYEOZ906GNHH4,650300,16258,2926,0,631116,2026-06-29
20000000-0000-4000-8000-000000000086,10000000-0000-4000-8000-000000000086,setl_4T8BP6NLNQBU4K,836000,16720,3010,0,816270,2026-08-25
20000000-0000-4000-8000-000000000087,10000000-0000-4000-8000-000000000087,setl_R424TKB9OI0D4D,53300,1066,192,0,52042,2026-07-09
20000000-0000-4000-8000-000000000088,10000000-0000-4000-8000-000000000088,setl_HO3XJVOEGI3QUP,1065000,21300,3834,0,1039866,2026-07-03
20000000-0000-4000-8000-000000000089,10000000-0000-4000-8000-000000000089,setl_PFG8PJVRN8LPY8,955300,19106,3439,0,932755,2026-08-01
20000000-0000-4000-8000-000000000090,10000000-0000-4000-8000-000000000090,setl_4Z533ZSMV30QAB,512800,10256,1846,0,500698,2026-07-12
20000000-0000-4000-8000-000000000091,10000000-0000-4000-8000-000000000091,setl_PJDN8EZP7QYEZG,699000,13980,2516,0,682504,2026-08-06
20000000-0000-4000-8000-000000000092,10000000-0000-4000-8000-000000000092,setl_WKON8UUJS75ELT,1188600,23772,4279,0,1160549,2026-06-05
20000000-0000-4000-8000-000000000093,10000000-0000-4000-8000-000000000093,setl_HK403UXH9A1G7I,109300,2186,393,0,106721,2026-08-07
20000000-0000-4000-8000-000000000094,10000000-0000-4000-8000-000000000094,setl_X8FK2076VMDNHQ,366200,7324,1318,0,357558,2026-06-20
20000000-0000-4000-8000-000000000095,10000000-0000-4000-8000-000000000095,setl_GGOC5KVQYWJ85G,1398600,27972,5035,0,1365593,2026-08-15
20000000-0000-4000-8000-000000000096,10000000-0000-4000-8000-000000000096,setl_60QRAQIK3OMD4P,332500,6650,1197,0,324653,2026-08-14
20000000-0000-4000-8000-000000000097,10000000-0000-4000-8000-000000000097,setl_7XMR8FHYDRGFR2,1162700,23254,4186,0,1135260,2026-07-18
20000000-0000-4000-8000-000000000098,10000000-0000-4000-8000-000000000098,setl_HN0Z1R5FN3EH81,1009900,20198,3636,0,986066,2026-06-04
20000000-0000-4000-8000-000000000099,10000000-0000-4000-8000-000000000099,setl_5Z5ZLM36VFOX5W,133900,2678,482,0,130740,2026-08-30
20000000-0000-4000-8000-000000000100,10000000-0000-4000-8000-000000000100,setl_KY3UFN0DSG2QFP,200800,4016,723,0,196061,2026-07-08
20000000-0000-4000-8000-000000000101,10000000-0000-4000-8000-000000000101,setl_KBF2P7KKG0ATCB,1434200,28684,5163,0,1400353,2026-06-02
20000000-0000-4000-8000-000000000102,10000000-0000-4000-8000-000000000102,setl_8JH34UDTLVR7MG,164900,3298,594,0,161008,2026-07-27
20000000-0000-4000-8000-000000000103,10000000-0000-4000-8000-000000000103,setl_KODWH8N92TP6QA,351700,7034,1266,0,343400,2026-08-16
20000000-0000-4000-8000-000000000104,10000000-0000-4000-8000-000000000104,setl_R6YO6Z1T2XCB3Y,1020000,20400,3672,0,995928,2026-07-07
20000000-0000-4000-8000-000000000105,10000000-0000-4000-8000-000000000105,setl_ECJUIS2GY9YTJU,479800,9596,1727,0,468477,2026-07-16
20000000-0000-4000-8000-000000000106,10000000-0000-4000-8000-000000000106,setl_71W1WUDCBL4CE7,141800,2836,510,0,138454,2026-08-03
20000000-0000-4000-8000-000000000107,10000000-0000-4000-8000-000000000107,setl_81L51FLMNAVYCS,196800,3936,708,0,192156,2026-06-17
20000000-0000-4000-8000-000000000108,10000000-0000-4000-8000-000000000108,setl_9HKHJG4IHGJD3E,1042100,20842,3752,0,1017506,2026-08-02
20000000-0000-4000-8000-000000000109,10000000-0000-4000-8000-000000000109,setl_51NSGZSR8RUW2X,1419800,28396,5111,0,1386293,2026-06-17
20000000-0000-4000-8000-000000000111,10000000-0000-4000-8000-000000000111,setl_OI0RS210Q2LG1Z,332200,6644,1196,0,324360,2026-07-24
20000000-0000-4000-8000-000000000112,10000000-0000-4000-8000-000000000112,setl_3VAH6NHKSQNAL6,1329200,26584,4785,0,1297831,2026-06-20
20000000-0000-4000-8000-000000000113,10000000-0000-4000-8000-000000000113,setl_NXZDZB5F5TXC06,558700,11174,2011,0,545515,2026-07-31
20000000-0000-4000-8000-000000000114,10000000-0000-4000-8000-000000000114,setl_JPGZ6TPBWSXXDY,814100,16282,2931,0,794887,2026-06-07
20000000-0000-4000-8000-000000000116,10000000-0000-4000-8000-000000000116,setl_G1Y9XCA6QS0SZA,693400,13868,2496,0,677036,2026-08-23
20000000-0000-4000-8000-000000000117,10000000-0000-4000-8000-000000000117,setl_R8B97EGT2HSPQF,1249600,24992,4499,0,1220109,2026-06-10
20000000-0000-4000-8000-000000000118,10000000-0000-4000-8000-000000000118,setl_OOO0NL9C59E7F1,900000,18000,3240,0,878760,2026-07-24
20000000-0000-4000-8000-000000000119,10000000-0000-4000-8000-000000000119,setl_LO50DW1MF07OL9,40100,802,144,0,39154,2026-06-08
20000000-0000-4000-8000-000000000120,10000000-0000-4000-8000-000000000120,setl_SAV917RMPN6937,1442600,28852,5193,0,1408555,2026-06-13
20000000-0000-4000-8000-000000000121,10000000-0000-4000-8000-000000000121,setl_NVZ552ZBRD399Q,1058200,21164,3810,0,1033226,2026-07-21
20000000-0000-4000-8000-000000000122,10000000-0000-4000-8000-000000000122,setl_D070EN48UACT49,1448400,28968,5214,0,1414218,2026-06-04
20000000-0000-4000-8000-000000000123,10000000-0000-4000-8000-000000000123,setl_RO9X49TMY91OTK,467900,9358,1684,0,456858,2026-06-04
20000000-0000-4000-8000-000000000124,10000000-0000-4000-8000-000000000124,setl_Y8XNY2X15XJXNE,719600,14392,2591,0,702617,2026-08-13
20000000-0000-4000-8000-000000000125,10000000-0000-4000-8000-000000000125,setl_HFU4B9SNTP8AK8,820300,16406,2953,0,800941,2026-06-24
20000000-0000-4000-8000-000000000127,10000000-0000-4000-8000-000000000127,setl_9I82ES5V3DMUKJ,1310600,26212,4718,0,1279670,2026-08-12
20000000-0000-4000-8000-000000000128,10000000-0000-4000-8000-000000000128,setl_CIDUDK73A8Y7ER,705100,14102,2538,0,688460,2026-07-31
20000000-0000-4000-8000-000000000129,10000000-0000-4000-8000-000000000129,setl_7X3BQWRMWLMA6G,103300,2066,372,0,100862,2026-06-27
20000000-0000-4000-8000-000000000130,10000000-0000-4000-8000-000000000130,setl_003E82EMAYB3PV,201200,4024,724,0,196452,2026-06-02
20000000-0000-4000-8000-000000000131,10000000-0000-4000-8000-000000000131,setl_JKMPLBBB0HQ6DG,82700,1654,298,0,80748,2026-08-15
20000000-0000-4000-8000-000000000132,10000000-0000-4000-8000-000000000132,setl_NWEPRS82GJ8K8C,181500,3630,653,0,177217,2026-06-02
20000000-0000-4000-8000-000000000133,10000000-0000-4000-8000-000000000133,setl_WVHPLHW4OQ0PFR,503000,10060,1811,0,491129,2026-07-10
20000000-0000-4000-8000-000000000134,10000000-0000-4000-8000-000000000134,setl_F163LRITJTABTD,53800,1076,194,0,52530,2026-07-14
20000000-0000-4000-8000-000000000135,10000000-0000-4000-8000-000000000135,setl_592FFQ293EP0FL,311600,7790,1402,0,302408,2026-06-15
20000000-0000-4000-8000-000000000136,10000000-0000-4000-8000-000000000136,setl_HI0EZF0ZPBDURV,405200,8104,1459,0,395637,2026-06-03
20000000-0000-4000-8000-000000000137,10000000-0000-4000-8000-000000000137,setl_O39VCYRXONBNPJ,1384100,27682,4983,0,1351435,2026-08-30
20000000-0000-4000-8000-000000000138,10000000-0000-4000-8000-000000000138,setl_FYCW8IHYFZ9S9V,672200,13444,2420,0,656336,2026-07-17
20000000-0000-4000-8000-000000000140,10000000-0000-4000-8000-000000000140,setl_3A4KFOCNQDQX6Q,690000,13800,2484,0,673716,2026-07-26
20000000-0000-4000-8000-000000000141,10000000-0000-4000-8000-000000000141,setl_67RL2YJ0974WXU,706500,14130,2543,0,689827,2026-08-06
20000000-0000-4000-8000-000000000142,10000000-0000-4000-8000-000000000142,setl_WOR17DPUBKPIQN,205600,4112,740,0,200748,2026-06-26
20000000-0000-4000-8000-000000000143,10000000-0000-4000-8000-000000000143,setl_6SPD2SW24WJT8H,1363400,27268,4908,0,1331224,2026-07-15
20000000-0000-4000-8000-000000000144,10000000-0000-4000-8000-000000000144,setl_AC8CYNL63GAGUV,155800,3116,561,0,152123,2026-08-25
20000000-0000-4000-8000-000000000145,10000000-0000-4000-8000-000000000145,setl_28R5P03WVPUNWC,590900,11818,2127,0,576955,2026-08-06
20000000-0000-4000-8000-000000000146,10000000-0000-4000-8000-000000000146,setl_H2R9PEGLNUKX49,1492400,29848,5373,0,1457179,2026-06-20
20000000-0000-4000-8000-000000000147,10000000-0000-4000-8000-000000000147,setl_5BBKJY2NZ7VELF,1032300,20646,3716,0,1007938,2026-08-16
20000000-0000-4000-8000-000000000148,10000000-0000-4000-8000-000000000148,setl_OCPY8UDQDDAQJR,327700,6554,1180,0,319966,2026-07-03
20000000-0000-4000-8000-000000000149,10000000-0000-4000-8000-000000000149,setl_WZKAG6W04YGYFL,208600,4172,751,0,203677,2026-08-17
20000000-0000-4000-8000-000000000150,10000000-0000-4000-8000-000000000150,setl_JSXFOH9MBUZPHD,518900,10378,1868,0,506654,2026-08-19
20000000-0000-4000-8000-000000000151,10000000-0000-4000-8000-000000000151,setl_AM4BE52S8U8ZF0,200400,4008,721,0,195671,2026-07-18
20000000-0000-4000-8000-000000000152,10000000-0000-4000-8000-000000000152,setl_P1WKISETUK1OOA,948300,18966,3414,0,925920,2026-08-21
20000000-0000-4000-8000-000000000153,10000000-0000-4000-8000-000000000153,setl_34T3Y4WPWG3XG0,1198100,23962,4313,0,1169825,2026-06-12
20000000-0000-4000-8000-000000000154,10000000-0000-4000-8000-000000000154,setl_1KO6XNQXU71SEL,473500,9470,1705,0,462325,2026-07-03
20000000-0000-4000-8000-000000000155,10000000-0000-4000-8000-000000000155,setl_T2DA8DBFA1U5MY,743300,14866,2676,0,725758,2026-08-27
20000000-0000-4000-8000-000000000156,10000000-0000-4000-8000-000000000156,setl_JM1FT07X5IC86Z,131200,2624,472,0,128104,2026-07-13
20000000-0000-4000-8000-000000000157,10000000-0000-4000-8000-000000000157,setl_O13TB25ICCPKLV,925100,18502,3330,0,903268,2026-07-14
20000000-0000-4000-8000-000000000158,10000000-0000-4000-8000-000000000158,setl_RBKN3DKVR5NBHG,1175700,23514,4233,0,1147953,2026-07-18
20000000-0000-4000-8000-000000000159,10000000-0000-4000-8000-000000000159,setl_UBJJJX1ALX44PA,1426400,28528,5135,0,1392737,2026-06-06
20000000-0000-4000-8000-000000000160,10000000-0000-4000-8000-000000000160,setl_SILN3OX5FL2MOX,1429800,28596,5147,0,1396057,2026-06-05
20000000-0000-4000-8000-000000000161,10000000-0000-4000-8000-000000000161,setl_Q0EI05NMS6XVQP,844800,16896,3041,0,824863,2026-08-03
20000000-0000-4000-8000-000000000162,10000000-0000-4000-8000-000000000162,setl_VDZC786W0P1Z00,1444400,28888,5200,0,1410312,2026-08-19
20000000-0000-4000-8000-000000000163,10000000-0000-4000-8000-000000000163,setl_H41A68T2A3AH7U,870400,17408,3133,0,849859,2026-08-05
20000000-0000-4000-8000-000000000164,10000000-0000-4000-8000-000000000164,setl_F30KH5840ACUHG,1481700,29634,5334,0,1446732,2026-08-22
20000000-0000-4000-8000-000000000165,10000000-0000-4000-8000-000000000165,setl_ULYO3PJBRHWBQH,308500,6170,1111,0,301219,2026-07-08
20000000-0000-4000-8000-000000000166,10000000-0000-4000-8000-000000000166,setl_03NO355CSZ0A0T,632400,12648,2277,0,617475,2026-07-25
20000000-0000-4000-8000-000000000168,10000000-0000-4000-8000-000000000168,setl_URR8IQRT007PCE,251400,5028,905,0,245467,2026-07-31
20000000-0000-4000-8000-000000000169,10000000-0000-4000-8000-000000000169,setl_FC9LGYTLCQFMUI,877100,17542,3158,0,856400,2026-08-13
20000000-0000-4000-8000-000000000170,10000000-0000-4000-8000-000000000170,setl_XLSEUNNRLST548,474100,9482,1707,0,462911,2026-06-17
20000000-0000-4000-8000-000000000171,10000000-0000-4000-8000-000000000171,setl_T9GWA44LZ6V7S7,1248500,24970,4495,0,1219035,2026-08-09
20000000-0000-4000-8000-000000000172,10000000-0000-4000-8000-000000000172,setl_1EBZGFLIG5GKZJ,168200,3364,606,0,164230,2026-08-20
20000000-0000-4000-8000-000000000173,10000000-0000-4000-8000-000000000173,setl_RM6GMFT1PWVZ0R,377400,7548,1359,0,368493,2026-08-05
20000000-0000-4000-8000-000000000174,10000000-0000-4000-8000-000000000174,setl_0FT1AFDTOHRNQI,1106800,22136,3984,0,1080680,2026-08-14
20000000-0000-4000-8000-000000000175,10000000-0000-4000-8000-000000000175,setl_M0XO3FESYAXYPB,396800,9920,1786,0,385094,2026-08-22
20000000-0000-4000-8000-000000000176,10000000-0000-4000-8000-000000000176,setl_WVMB0IDD0WPJ8Y,99400,1988,358,0,97054,2026-07-04
20000000-0000-4000-8000-000000000177,10000000-0000-4000-8000-000000000177,setl_OGKAH2XJQ2WDIZ,210600,4212,758,0,205630,2026-08-21
20000000-0000-4000-8000-000000000178,10000000-0000-4000-8000-000000000178,setl_09NTN8EOHDK519,939500,18790,3382,0,917328,2026-06-12
20000000-0000-4000-8000-000000000179,10000000-0000-4000-8000-000000000179,setl_UQDN05XT54FN5G,1095000,21900,3942,0,1069158,2026-07-20
20000000-0000-4000-8000-000000000180,10000000-0000-4000-8000-000000000180,setl_7WP2D41U2ZNXFI,135100,2702,486,0,131912,2026-07-02
20000000-0000-4000-8000-000000000181,10000000-0000-4000-8000-000000000181,setl_WGMF4LN5RGSG6A,1058400,21168,3810,0,1033422,2026-08-11
20000000-0000-4000-8000-000000000182,10000000-0000-4000-8000-000000000182,setl_J0076EKHI1RD5B,1406900,28138,5065,0,1373697,2026-06-22
20000000-0000-4000-8000-000000000183,10000000-0000-4000-8000-000000000183,setl_CPK7PWTG21HSLT,862300,17246,3104,0,841950,2026-06-28
20000000-0000-4000-8000-000000000184,10000000-0000-4000-8000-000000000184,setl_NL2LUHHS4DILRZ,756700,15134,2724,0,738842,2026-07-17
20000000-0000-4000-8000-000000000185,10000000-0000-4000-8000-000000000185,setl_10HLINH8JV7FXP,960400,19208,3457,0,937735,2026-06-17
20000000-0000-4000-8000-000000000186,10000000-0000-4000-8000-000000000186,setl_AUA3AIPJIYLQX1,1085100,21702,3906,0,1059492,2026-07-03
20000000-0000-4000-8000-000000000187,10000000-0000-4000-8000-000000000187,setl_1ERV0LG92MJEQA,1457800,29156,5248,0,1423396,2026-08-28
20000000-0000-4000-8000-000000000188,10000000-0000-4000-8000-000000000188,setl_LW6JL2L5B56BNV,1334500,26690,4804,0,1303006,2026-08-24
20000000-0000-4000-8000-000000000189,10000000-0000-4000-8000-000000000189,setl_9QJP0XSM9GM51Q,1226400,24528,4415,0,1197457,2026-08-13
20000000-0000-4000-8000-000000000190,10000000-0000-4000-8000-000000000190,setl_FWW41F7V4K88K6,252000,5040,907,0,246053,2026-06-27
20000000-0000-4000-8000-000000000191,10000000-0000-4000-8000-000000000191,setl_WQXKE0QC96MJ9N,1386800,27736,4992,0,1354072,2026-08-07
20000000-0000-4000-8000-000000000192,10000000-0000-4000-8000-000000000192,setl_S7NVV28UE1MY6P,1068900,21378,3848,0,1043674,2026-07-27
