id,order_number,customer_ref,amount_paise,currency,status,created_at
00000000-0000-4000-8000-000000000054,ORD-2026-000054,CUST-00147,583300,INR,PAID,2026-06-24T04:57:45
00000000-0000-4000-8000-000000000055,ORD-2026-000055,CUST-00042,560900,INR,PAID,2026-07-01T01:09:19
00000000-0000-4000-8000-000000000056,ORD-2026-000056,CUST-00031,118200,INR,PAID,2026-07-17T22:45:37
00000000-0000-4000-8000-000000000057,ORD-2026-000057,CUST-00023,129100,INR,PAID,2026-06-24T23:59:22
00000000-0000-4000-8000-000000000058,ORD-2026-000058,CUST-00308,894600,INR,PAID,2026-06-06T05:45:32
00000000-0000-4000-8000-000000000059,ORD-2026-000059,CUST-00154,1072100,INR,PAID,2026-08-17T21:40:18
00000000-0000-4000-8000-000000000060,ORD-2026-000060,CUST-00188,713800,INR,PAID,2026-08-15T15:03:29
00000000-0000-4000-8000-000000000061,ORD-2026-000061,CUST-00195,398600,INR,PAID,2026-06-07T14:04:22
00000000-0000-4000-8000-000000000062,ORD-2026-000062,CUST-00075,1281500,INR,PAID,2026-08-12T15:39:29
00000000-0000-4000-8000-000000000063,ORD-2026-000063,CUST-00377,1015900,INR,PAID,2026-07-09T01:31:22
00000000-0000-4000-8000-000000000064,ORD-2026-000064,CUST-00044,614500,INR,PAID,2026-07-03T23:05:09
00000000-0000-4000-8000-000000000065,ORD-2026-000065,CUST-00146,1121000,INR,PAID,2026-08-07T05:52:26
00000000-0000-4000-8000-000000000066,ORD-2026-000066,CUST-00080,808700,INR,PAID,2026-06-08T04:56:33
00000000-0000-4000-8000-000000000067,ORD-2026-000067,CUST-00371,356000,INR,PAID,2026-06-24T04:49:55
00000000-0000-4000-8000-000000000068,ORD-2026-000068,CUST-00387,148500,INR,PAID,2026-08-04T19:25:24
00000000-0000-4000-8000-000000000069,ORD-2026-000069,CUST-00304,207200,INR,PAID,2026-06-17T17:43:03
00000000-0000-4000-8000-000000000070,ORD-2026-000070,CUST-00340,365900,INR,PAID,2026-07-05T19:50:49
00000000-0000-4000-8000-000000000071,ORD-2026-000071,CUST-00325,1140600,INR,PAID,2026-06-06T02:50:34
00000000-0000-4000-8000-000000000072,ORD-2026-000072,CUST-00327,1209300,INR,PAID,2026-06-06T16:01:35
00000000-0000-4000-8000-000000000073,ORD-2026-000073,CUST-00318,58700,INR,PAID,2026-08-05T01:14:21
00000000-0000-4000-8000-000000000074,ORD-2026-000074,CUST-00001,1069000,INR,PAID,2026-08-10T23:46:12
00000000-0000-4000-8000-000000000075,ORD-2026-000075,CUST-00174,80500,INR,PAID,2026-07-03T00:35:51
00000000-0000-4000-8000-000000000076,ORD-2026-000076,CUST-00046,1022600,INR,PAID,2026-08-06T18:12:01
00000000-0000-4000-8000-000000000077,ORD-2026-000077,CUST-00111,257300,INR,PAID,2026-08-23T15:52:09
00000000-0000-4000-8000-000000000078,ORD-2026-000078,CUST-00017,889700,INR,PAID,2026-07-11T12:07:14
00000000-0000-4000-8000-000000000079,ORD-2026-000079,CUST-00201,151200,INR,PAID,2026-07-02T03:10:43
00000000-0000-4000-8000-000000000080,ORD-2026-000080,CUST-00149,1487800,INR,PAID,2026-07-23T17:15:16
00000000-0000-4000-8000-000000000081,ORD-2026-000081,CUST-00029,554600,INR,PAID,2026-07-15T03:22:01
00000000-0000-4000-8000-000000000082,ORD-2026-000082,CUST-00196,324600,INR,PAID,2026-08-12T07:15:17
00000000-0000-4000-8000-000000000083,ORD-2026-000083,CUST-00351,1374500,INR,PAID,2026-07-19T11:30:46
00000000-0000-4000-8000-000000000084,ORD-2026-000084,CUST-00031,991700,INR,PAID,2026-06-06T18:41:42
00000000-0000-4000-8000-000000000085,ORD-2026-000085,CUST-00146,650300,INR,PAID,2026-06-27T04:12:47
00000000-0000-4000-8000-000000000086,ORD-2026-000086,CUST-00348,836000,INR,PAID,2026-08-23T02:29:02
00000000-0000-4000-8000-000000000087,ORD-2026-000087,CUST-00357,53300,INR,PAID,2026-07-07T09:42:26
00000000-0000-4000-8000-000000000088,ORD-2026-000088,CUST-00273,1065000,INR,PAID,2026-07-01T09:45:18
00000000-0000-4000-8000-000000000089,ORD-2026-000089,CUST-00377,955300,INR,PAID,2026-07-30T04:04:31
00000000-0000-4000-8000-000000000090,ORD-2026-000090,CUST-00047,512800,INR,PAID,2026-07-10T09:18:13
00000000-0000-4000-8000-000000000091,ORD-2026-000091,CUST-00189,699000,INR,PAID,2026-08-04T03:04:22
00000000-0000-4000-8000-000000000092,ORD-2026-000092,CUST-00197,1188600,INR,PAID,2026-06-03T07:43:35
00000000-0000-4000-8000-000000000093,ORD-2026-000093,CUST-00118,109300,INR,PAID,2026-08-05T05:24:40
00000000-0000-4000-8000-000000000094,ORD-2026-000094,CUST-00025,366200,INR,PAID,2026-06-18T04:42:30
00000000-0000-4000-8000-000000000095,ORD-2026-000095,CUST-00128,1398600,INR,PAID,2026-08-13T10:56:15
00000000-0000-4000-8000-000000000096,ORD-2026-000096,CUST-00058,332500,INR,PAID,2026-08-12T00:30:18
00000000-0000-4000-8000-000000000097,ORD-2026-000097,CUST-00224,1162700,INR,PAID,2026-07-16T16:19:22
00000000-0000-4000-8000-000000000098,ORD-2026-000098,CUST-00343,1009900,INR,PAID,2026-06-02T18:45:52
00000000-0000-4000-8000-000000000099,ORD-2026-000099,CUST-00044,133900,INR,PAID,2026-08-28T18:50:09
00000000-0000-4000-8000-000000000100,ORD-2026-000100,CUST-00375,200800,INR,PAID,2026-07-06T18:23:47
00000000-0000-4000-8000-000000000101,ORD-2026-000101,CUST-00271,1434200,INR,PAID,2026-05-31T18:41:04
00000000-0000-4000-8000-000000000102,ORD-2026-000102,CUST-00085,164900,INR,PAID,2026-07-25T23:31:01
00000000-0000-4000-8000-000000000103,ORD-2026-000103,CUST-00123,351700,INR,PAID,2026-08-14T01:53:19
00000000-0000-4000-8000-000000000104,ORD-2026-000104,CUST-00259,1020000,INR,PAID,2026-07-05T07:40:36
00000000-0000-4000-8000-000000000105,ORD-2026-000105,CUST-00253,479800,INR,PAID,2026-07-14T01:20:22
00000000-0000-4000-8000-000000000106,ORD-2026-000106,CUST-00128,141800,INR,PAID,2026-08-01T15:25:50
00000000-0000-4000-8000-000000000107,ORD-2026-000107,CUST-00053,196800,INR,PAID,2026-06-15T07:00:28
00000000-0000-4000-8000-000000000108,ORD-2026-000108,CUST-00110,1042100,INR,PAID,2026-07-31T16:59:09
00000000-0000-4000-8000-000000000109,ORD-2026-000109,CUST-00275,1419800,INR,PAID,2026-06-15T06:53:05
00000000-0000-4000-8000-000000000110,ORD-2026-000110,CUST-00227,314100,INR,PAID,2026-07-12T00:53:59
00000000-0000-4000-8000-000000000111,ORD-2026-000111,CUST-00362,332200,INR,PAID,2026-07-22T09:59:34
00000000-0000-4000-8000-000000000112,ORD-2026-000112,CUST-00309,1329200,INR,PAID,2026-06-18T22:55:54
00000000-0000-4000-8000-000000000113,ORD-2026-000113,CUST-00292,558700,INR,PAID,2026-07-29T19:08:45
00000000-0000-4000-8000-000000000114,ORD-2026-000114,CUST-00237,814100,INR,PAID,2026-06-05T16:54:09
00000000-0000-4000-8000-000000000115,ORD-2026-000115,CUST-00320,330400,INR,PAID,2026-06-19T22:49:14
00000000-0000-4000-8000-000000000116,ORD-2026-000116,CUST-00155,693400,INR,PAID,2026-08-21T07:57:27
00000000-0000-4000-8000-000000000117,ORD-2026-000117,CUST-00013,1249600,INR,PAID,2026-06-08T10:30:08
00000000-0000-4000-8000-000000000118,ORD-2026-000118,CUST-00079,900000,INR,PAID,2026-07-22T21:40:11
00000000-0000-4000-8000-000000000119,ORD-2026-000119,CUST-00060,40100,INR,PAID,2026-06-06T05:52:38
00000000-0000-4000-8000-000000000120,ORD-2026-000120,CUST-00326,1442600,INR,PAID,2026-06-11T03:58:32
00000000-0000-4000-8000-000000000121,ORD-2026-000121,CUST-00185,1058200,INR,PAID,2026-07-19T00:36:19
00000000-0000-4000-8000-000000000122,ORD-2026-000122,CUST-00115,1448400,INR,PAID,2026-06-02T12:07:00
00000000-0000-4000-8000-000000000123,ORD-2026-000123,CUST-00362,467900,INR,PAID,2026-06-02T04:29:42
00000000-0000-4000-8000-000000000124,ORD-2026-000124,CUST-00348,719600,INR,PAID,2026-08-11T13:42:35
00000000-0000-4000-8000-000000000125,ORD-2026-000125,CUST-00033,820300,INR,PAID,2026-06-22T19:17:59
00000000-0000-4000-8000-000000000126,ORD-2026-000126,CUST-00333,645400,INR,PAID,2026-07-28T09:29:27
00000000-0000-4000-8000-000000000127,ORD-2026-000127,CUST-00223,1310600,INR,PAID,2026-08-10T11:31:05
00000000-0000-4000-8000-000000000128,ORD-2026-000128,CUST-00362,705100,INR,PAID,2026-07-29T22:09:43
00000000-0000-4000-8000-000000000129,ORD-2026-000129,CUST-00217,103300,INR,PAID,2026-06-25T12:51:46
00000000-0000-4000-8000-000000000130,ORD-2026-000130,CUST-00098,201200,INR,PAID,2026-05-31T07:13:33
00000000-0000-4000-8000-000000000131,ORD-2026-000131,CUST-00141,82700,INR,PAID,2026-08-13T14:36:36
00000000-0000-4000-8000-000000000132,ORD-2026-000132,CUST-00039,181500,INR,PAID,2026-05-31T16:13:47
00000000-0000-4000-8000-000000000133,ORD-2026-000133,CUST-00167,503000,INR,PAID,2026-07-08T22:15:48
00000000-0000-4000-8000-000000000134,ORD-2026-000134,CUST-00057,53800,INR,PAID,2026-07-12T13:58:50
00000000-0000-4000-8000-000000000135,ORD-2026-000135,CUST-00220,311600,INR,PAID,2026-06-13T05:30:05
00000000-0000-4000-8000-000000000136,ORD-2026-000136,CUST-00186,405200,INR,PAID,2026-06-01T03:10:36
00000000-0000-4000-8000-000000000137,ORD-2026-000137,CUST-00217,1384100,INR,PAID,2026-08-28T14:25:55
00000000-0000-4000-8000-000000000138,ORD-2026-000138,CUST-00257,672200,INR,PAID,2026-07-15T10:16:55
00000000-0000-4000-8000-000000000139,ORD-2026-000139,CUST-00152,297900,INR,PAID,2026-07-02T11:25:19
00000000-0000-4000-8000-000000000140,ORD-2026-000140,CUST-00318,690000,INR,PAID,2026-07-24T14:35:51
00000000-0000-4000-8000-000000000141,ORD-2026-000141,CUST-00247,706500,INR,PAID,2026-08-04T12:43:00
00000000-0000-4000-8000-000000000142,ORD-2026-000142,CUST-00091,205600,INR,PAID,2026-06-24T12:13:37
00000000-0000-4000-8000-000000000143,ORD-2026-000143,CUST-00380,1363400,INR,PAID,2026-07-13T18:53:41
00000000-0000-4000-8000-000000000144,ORD-2026-000144,CUST-00074,155800,INR,PAID,2026-08-23T10:00:40
00000000-0000-4000-8000-000000000145,ORD-2026-000145,CUST-00363,590900,INR,PAID,2026-08-04T03:20:54
00000000-0000-4000-8000-000000000146,ORD-2026-000146,CUST-00120,1492400,INR,PAID,2026-06-18T11:42:27
00000000-0000-4000-8000-000000000147,ORD-2026-000147,CUST-00053,1032300,INR,PAID,2026-08-14T13:36:48
00000000-0000-4000-8000-000000000148,ORD-2026-000148,CUST-00250,327700,INR,PAID,2026-07-01T14:01:10
00000000-0000-4000-8000-000000000149,ORD-2026-000149,CUST-00028,208600,INR,PAID,2026-08-15T07:59:40
00000000-0000-4000-8000-000000000150,ORD-2026-000150,CUST-00377,518900,INR,PAID,2026-08-17T03:38:26
00000000-0000-4000-8000-000000000151,ORD-2026-000151,CUST-00005,200400,INR,PAID,2026-07-16T10:30:02
00000000-0000-4000-8000-000000000152,ORD-2026-000152,CUST-00322,948300,INR,PAID,2026-08-19T10:49:32
00000000-0000-4000-8000-000000000153,ORD-2026-000153,CUST-00004,1198100,INR,PAID,2026-06-10T11:19:09
00000000-0000-4000-8000-000000000154,ORD-2026-000154,CUST-00005,473500,INR,PAID,2026-07-01T16:41:16
00000000-0000-4000-8000-000000000155,ORD-2026-000155,CUST-00391,743300,INR,PAID,2026-08-25T02:39:12
00000000-0000-4000-8000-000000000156,ORD-2026-000156,CUST-00081,131200,INR,PAID,2026-07-11T13:01:51
00000000-0000-4000-8000-000000000157,ORD-2026-000157,CUST-00247,925100,INR,PAID,2026-07-12T00:39:31
00000000-0000-4000-8000-000000000158,ORD-2026-000158,CUST-00319,1175700,INR,PAID,2026-07-16T14:57:28
00000000-0000-4000-8000-000000000159,ORD-2026-000159,CUST-00274,1426400,INR,PAID,2026-06-04T10:27:52
00000000-0000-4000-8000-000000000160,ORD-2026-000160,CUST-00226,1429800,INR,PAID,2026-06-03T18:26:56
00000000-0000-4000-8000-000000000161,ORD-2026-000161,CUST-00295,844800,INR,PAID,2026-08-01T20:35:08
00000000-0000-4000-8000-000000000162,ORD-2026-000162,CUST-00018,1444400,INR,PAID,2026-08-17T04:36:07
00000000-0000-4000-8000-000000000163,ORD-2026-000163,CUST-00143,870400,INR,PAID,2026-08-03T15:40:31
00000000-0000-4000-8000-000000000164,ORD-2026-000164,CUST-00020,1481700,INR,PAID,2026-08-20T11:27:42
00000000-0000-4000-8000-000000000165,ORD-2026-000165,CUST-00238,308500,INR,PAID,2026-07-06T04:13:00
00000000-0000-4000-8000-000000000166,ORD-2026-000166,CUST-00170,632400,INR,PAID,2026-07-23T05:52:35
00000000-0000-4000-8000-000000000167,ORD-2026-000167,CUST-00391,630500,INR,PAID,2026-06-27T14:19:55
00000000-0000-4000-8000-000000000168,ORD-2026-000168,CUST-00207,251400,INR,PAID,2026-07-29T03:03:15
00000000-0000-4000-8000-000000000169,ORD-2026-000169,CUST-00351,877100,INR,PAID,2026-08-11T10:33:56
00000000-0000-4000-8000-000000000170,ORD-2026-000170,CUST-00378,474100,INR,PAID,2026-06-15T22:01:09
00000000-0000-4000-8000-000000000171,ORD-2026-000171,CUST-00332,1248500,INR,PAID,2026-08-07T17:14:15
00000000-0000-4000-8000-000000000172,ORD-2026-000172,CUST-00094,168200,INR,PAID,2026-08-18T04:13:58
00000000-0000-4000-8000-000000000173,ORD-2026-000173,CUST-00240,377400,INR,PAID,2026-08-03T09:24:04
00000000-0000-4000-8000-000000000174,ORD-2026-000174,CUST-00171,1106800,INR,PAID,2026-08-12T04:43:45
00000000-0000-4000-8000-000000000175,ORD-2026-000175,CUST-00071,396800,INR,PAID,2026-08-20T23:30:17
00000000-0000-4000-8000-000000000176,ORD-2026-000176,CUST-00238,99400,INR,PAID,2026-07-02T15:50:01
00000000-0000-4000-8000-000000000177,ORD-2026-000177,CUST-00099,210600,INR,PAID,2026-08-19T15:46:51
00000000-0000-4000-8000-000000000178,ORD-2026-000178,CUST-00177,939500,INR,PAID,2026-06-10T17:42:51
00000000-0000-4000-8000-000000000179,ORD-2026-000179,CUST-00089,1095000,INR,PAID,2026-07-18T16:53:40
00000000-0000-4000-8000-000000000180,ORD-2026-000180,CUST-00214,135100,INR,PAID,2026-06-30T14:01:44
00000000-0000-4000-8000-000000000181,ORD-2026-000181,CUST-00157,1058400,INR,PAID,2026-08-09T20:40:01
00000000-0000-4000-8000-000000000182,ORD-2026-000182,CUST-00380,1406900,INR,PAID,2026-06-20T19:28:11
00000000-0000-4000-8000-000000000183,ORD-2026-000183,CUST-00146,862300,INR,PAID,2026-06-26T17:35:44
00000000-0000-4000-8000-000000000184,ORD-2026-000184,CUST-00158,756700,INR,PAID,2026-07-15T11:28:53
00000000-0000-4000-8000-000000000185,ORD-2026-000185,CUST-00103,960400,INR,PAID,2026-06-15T10:52:51
00000000-0000-4000-8000-000000000186,ORD-2026-000186,CUST-00098,1085100,INR,PAID,2026-07-01T22:12:38
00000000-0000-4000-8000-000000000187,ORD-2026-000187,CUST-00226,1457800,INR,PAID,2026-08-26T04:59:57
00000000-0000-4000-8000-000000000188,ORD-2026-000188,CUST-00108,1334500,INR,PAID,2026-08-22T21:42:25
00000000-0000-4000-8000-000000000189,ORD-2026-000189,CUST-00018,1226400,INR,PAID,2026-08-11T21:05:38
00000000-0000-4000-8000-000000000190,ORD-2026-000190,CUST-00349,252000,INR,PAID,2026-06-25T07:05:43
00000000-0000-4000-8000-000000000191,ORD-2026-000191,CUST-00180,1386800,INR,PAID,2026-08-05T09:03:00
00000000-0000-4000-8000-000000000192,ORD-2026-000192,CUST-00261,1068900,INR,PAID,2026-07-25T09:09:46
00000000-0000-4000-8000-000000000193,ORD-2026-000193,CUST-00128,597200,INR,PAID,2026-06-03T12:31:35
00000000-0000-4000-8000-000000000194,ORD-2026-000194,CUST-00069,669900,INR,PAID,2026-06-22T12:52:53
00000000-0000-4000-8000-000000000195,ORD-2026-000195,CUST-00244,1180400,INR,PAID,2026-08-17T18:28:32
00000000-0000-4000-8000-000000000196,ORD-2026-000196,CUST-00083,1216500,INR,PAID,2026-06-23T15:03:45
00000000-0000-4000-8000-000000000197,ORD-2026-000197,CUST-00294,632900,INR,PAID,2026-08-10T21:50:06
00000000-0000-4000-8000-000000000198,ORD-2026-000198,CUST-00070,544700,INR,PAID,2026-08-04T10:17:15
00000000-0000-4000-8000-000000000199,ORD-2026-000199,CUST-00117,658700,INR,PAID,2026-07-18T06:26:47
00000000-0000-4000-8000-000000000200,ORD-2026-000200,CUST-00058,199000,INR,PAID,2026-06-30T17:25:59
00000000-0000-4000-8000-000000000201,ORD-2026-000201,CUST-00074,386600,INR,PAID,2026-06-22T13:06:43
00000000-0000-4000-8000-000000000202,ORD-2026-000202,CUST-00013,745600,INR,PAID,2026-07-05T06:33:54
00000000-0000-4000-8000-000000000203,ORD-2026-000203,CUST-00076,1107500,INR,PAID,2026-07-29T04:07:38
00000000-0000-4000-8000-000000000204,ORD-2026-000204,CUST-00283,565300,INR,PAID,2026-06-06T02:55:17
00000000-0000-4000-8000-000000000205,ORD-2026-000205,CUST-00368,170100,INR,PAID,2026-08-19T06:45:23
00000000-0000-4000-8000-000000000206,ORD-2026-000206,CUST-00395,983500,INR,PAID,2026-08-18T11:35:33
00000000-0000-4000-8000-000000000207,ORD-2026-000207,CUST-00082,732700,INR,PAID,2026-06-27T15:45:35
00000000-0000-4000-8000-000000000208,ORD-2026-000208,CUST-00076,1249000,INR,PAID,2026-08-17T13:59:10
00000000-0000-4000-8000-000000000209,ORD-2026-000209,CUST-00142,766900,INR,PAID,2026-08-16T09:57:35
00000000-0000-4000-8000-000000000210,ORD-2026-000210,CUST-00358,1400800,INR,PAID,2026-08-23T23:24:26
00000000-0000-4000-8000-000000000211,ORD-2026-000211,CUST-00304,1472500,INR,PAID,2026-07-22T07:48:14
00000000-0000-4000-8000-000000000212,ORD-2026-000212,CUST-00244,1462100,INR,PAID,2026-06-03T01:06:20
00000000-0000-4000-8000-000000000213,ORD-2026-000213,CUST-00206,970500,INR,PAID,2026-07-08T06:20:01
00000000-0000-4000-8000-000000000214,ORD-2026-000214,CUST-00328,389800,INR,PAID,2026-06-02T03:52:29
00000000-0000-4000-8000-000000000215,ORD-2026-000215,CUST-00389,818500,INR,PAID,2026-07-12T01:24:28
00000000-0000-4000-8000-000000000216,ORD-2026-000216,CUST-00006,175400,INR,PAID,2026-06-12T14:56:59
00000000-0000-4000-8000-000000000217,ORD-2026-000217,CUST-00224,476800,INR,PAID,2026-06-30T01:13:15
00000000-0000-4000-8000-000000000218,ORD-2026-000218,CUST-00085,947400,INR,PAID,2026-06-25T02:38:34
00000000-0000-4000-8000-000000000219,ORD-2026-000219,CUST-00316,866900,INR,PAID,2026-07-17T19:23:47
00000000-0000-4000-8000-000000000220,ORD-2026-000220,CUST-00282,764900,INR,PAID,2026-07-28T18:01:27
00000000-0000-4000-8000-000000000221,ORD-2026-000221,CUST-00236,416400,INR,PAID,2026-07-08T08:02:43
00000000-0000-4000-8000-000000000222,ORD-2026-000222,CUST-00224,824200,INR,PAID,2026-07-12T00:44:46
00000000-0000-4000-8000-000000000223,ORD-2026-000223,CUST-00189,1266400,INR,PAID,2026-07-01T20:09:00
00000000-0000-4000-8000-000000000224,ORD-2026-000224,CUST-00154,635800,INR,PAID,2026-07-08T13:55:44
00000000-0000-4000-8000-000000000225,ORD-2026-000225,CUST-00316,172500,INR,PAID,2026-08-11T07:08:53
00000000-0000-4000-8000-000000000226,ORD-2026-000226,CUST-00076,194300,INR,PAID,2026-07-22T09:22:49
00000000-0000-4000-8000-000000000227,ORD-2026-000227,CUST-00188,1402000,INR,PAID,2026-08-12T10:36:37
00000000-0000-4000-8000-000000000228,ORD-2026-000228,CUST-00371,264500,INR,PAID,2026-07-03T04:35:29
00000000-0000-4000-8000-000000000229,ORD-2026-000229,CUST-00248,191200,INR,PAID,2026-07-17T00:05:58
00000000-0000-4000-8000-000000000230,ORD-2026-000230,CUST-00376,1442900,INR,PAID,2026-08-27T18:16:05
00000000-0000-4000-8000-000000000231,ORD-2026-000231,CUST-00043,1306800,INR,PAID,2026-06-12T10:07:57
00000000-0000-4000-8000-000000000232,ORD-2026-000232,CUST-00390,1209200,INR,PAID,2026-06-20T20:04:59
00000000-0000-4000-8000-000000000233,ORD-2026-000233,CUST-00216,1458300,INR,PAID,2026-08-24T11:21:20
00000000-0000-4000-8000-000000000234,ORD-2026-000234,CUST-00130,1243400,INR,PAID,2026-06-15T06:57:36
00000000-0000-4000-8000-000000000235,ORD-2026-000235,CUST-00008,1279900,INR,PAID,2026-08-07T15:30:56
00000000-0000-4000-8000-000000000236,ORD-2026-000236,CUST-00140,1160200,INR,PAID,2026-07-06T09:08:41
00000000-0000-4000-8000-000000000237,ORD-2026-000237,CUST-00251,1399500,INR,PAID,2026-06-01T00:13:53
00000000-0000-4000-8000-000000000238,ORD-2026-000238,CUST-00303,1495900,INR,PAID,2026-06-19T19:19:41
