id,bank_reference,utr,amount_paise,transaction_date,narration,matched_settlement_id
30000000-0000-4000-8000-000000000063,BANKREF-3Q0E27ZEOQ,157242697711,991925,2026-07-12,NEFT CR-ORD-2026-000063,20000000-0000-4000-8000-000000000063
30000000-0000-4000-8000-000000000064,BANKREF-IVROCVITWU,801608682904,599998,2026-07-06,NEFT CR-ORD-2026-000064,20000000-0000-4000-8000-000000000064
30000000-0000-4000-8000-000000000065,BANKREF-P4JUW7WR0R,882211477264,1094544,2026-08-10,NEFT CR-ORD-2026-000065,20000000-0000-4000-8000-000000000065
30000000-0000-4000-8000-000000000065D,BANKREF-MUWAHK2LSLD,063760133697,1094544,2026-08-10,NEFT CR-ORD-2026-000065,20000000-0000-4000-8000-000000000065
30000000-0000-4000-8000-000000000066,BANKREF-D5N3KSGNBH,057913483370,789615,2026-06-11,NEFT CR-ORD-2026-000066,20000000-0000-4000-8000-000000000066
30000000-0000-4000-8000-000000000067,BANKREF-J72UGL6TBB,903037866433,347598,2026-06-27,NEFT CR-ORD-2026-000067,20000000-0000-4000-8000-000000000067
30000000-0000-4000-8000-000000000068,BANKREF-32LX2TOOWT,933857475260,144995,2026-08-07,NEFT CR-ORD-2026-000068,20000000-0000-4000-8000-000000000068
30000000-0000-4000-8000-000000000069,BANKREF-Z69UWS44C6,905912045674,202310,2026-06-20,NEFT CR-ORD-2026-000069,20000000-0000-4000-8000-000000000069
30000000-0000-4000-8000-000000000070,BANKREF-4ISOTN9UZE,461799740804,357265,2026-07-08,NEFT CR-ORD-2026-000070,20000000-0000-4000-8000-000000000070
30000000-0000-4000-8000-000000000071,BANKREF-JJ0V60XNG2,215099588743,1113682,2026-06-09,NEFT CR-ORD-2026-000071,20000000-0000-4000-8000-000000000071
30000000-0000-4000-8000-000000000072,BANKREF-MJDXO100VH,361568001422,1180761,2026-06-09,NEFT CR-ORD-2026-000072,20000000-0000-4000-8000-000000000072
30000000-0000-4000-8000-000000000073,BANKREF-LC8JPR7VGR,172697105248,57315,2026-08-08,NEFT CR-ORD-2026-000073,20000000-0000-4000-8000-000000000073
30000000-0000-4000-8000-000000000074,BANKREF-1KHT8XKODY,484100923764,1043772,2026-08-13,NEFT CR-ORD-2026-000074,20000000-0000-4000-8000-000000000074
30000000-0000-4000-8000-000000000075,BANKREF-CHM40OEYTL,920102713125,78600,2026-07-05,NEFT CR-ORD-2026-000075,20000000-0000-4000-8000-000000000075
30000000-0000-4000-8000-000000000075D,BANKREF-D4W1ARAGDXD,848762654960,78600,2026-07-06,NEFT CR-ORD-2026-000075,20000000-0000-4000-8000-000000000075
30000000-0000-4000-8000-000000000076,BANKREF-DBTFBSCIQU,478212241805,998467,2026-08-08,NEFT CR-ORD-2026-000076,20000000-0000-4000-8000-000000000076
30000000-0000-4000-8000-000000000077,BANKREF-K00ILU6VFU,090470547842,251228,2026-08-26,NEFT CR-ORD-2026-000077,20000000-0000-4000-8000-000000000077
30000000-0000-4000-8000-000000000077D,BANKREF-YOHMI9AYFQD,559417186706,251228,2026-08-26,NEFT CR-ORD-2026-000077,20000000-0000-4000-8000-000000000077
30000000-0000-4000-8000-000000000078,BANKREF-11L6SPBNQS,845884366981,868703,2026-07-13,NEFT CR-ORD-2026-000078,20000000-0000-4000-8000-000000000078
30000000-0000-4000-8000-000000000079,BANKREF-QU6L2INK4F,296151179711,147632,2026-07-05,NEFT CR-ORD-2026-000079,20000000-0000-4000-8000-000000000079
30000000-0000-4000-8000-000000000079D,BANKREF-UPNHZX9FQ9D,510979919556,147632,2026-07-06,NEFT CR-ORD-2026-000079,20000000-0000-4000-8000-000000000079
30000000-0000-4000-8000-000000000081,BANKREF-K38P6FVDHR,890970494577,541511,2026-07-18,NEFT CR-ORD-2026-000081,20000000-0000-4000-8000-000000000081
30000000-0000-4000-8000-000000000082,BANKREF-N0AJUFQYMB,369026016751,316939,2026-08-14,NEFT CR-ORD-2026-000082,20000000-0000-4000-8000-000000000082
30000000-0000-4000-8000-000000000083,BANKREF-36V1MZB3I4,121106707701,1362981,2026-07-21,NEFT CR-ORD-2026-000083,20000000-0000-4000-8000-000000000083
30000000-0000-4000-8000-000000000084,BANKREF-774RZGYD49,454734543270,968296,2026-06-08,NEFT CR-ORD-2026-000084,20000000-0000-4000-8000-000000000084
30000000-0000-4000-8000-000000000085,BANKREF-E40KZUJ2XO,464427124610,631116,2026-06-30,NEFT CR-ORD-2026-000085,20000000-0000-4000-8000-000000000085
30000000-0000-4000-8000-000000000086,BANKREF-REZRDYXYUR,853496393008,816270,2026-08-25,NEFT CR-ORD-2026-000086,20000000-0000-4000-8000-000000000086
30000000-0000-4000-8000-000000000086D,BANKREF-3V1WNP9OCID,230681150645,816270,2026-08-27,NEFT CR-ORD-2026-000086,20000000-0000-4000-8000-000000000086
30000000-0000-4000-8000-000000000087,BANKREF-JUTPMC3SKX,342565865146,52042,2026-07-10,NEFT CR-ORD-2026-000087,20000000-0000-4000-8000-000000000087
30000000-0000-4000-8000-000000000088,BANKREF-HJB2JTXB02,083209868388,1039866,2026-07-03,NEFT CR-ORD-2026-000088,20000000-0000-4000-8000-000000000088
30000000-0000-4000-8000-000000000089,BANKREF-NZ3A8V4X7Y,725393818839,932755,2026-08-01,NEFT CR-ORD-2026-000089,20000000-0000-4000-8000-000000000089
30000000-0000-4000-8000-000000000090,BANKREF-W2EOWLCFS8,878673472687,500698,2026-07-12,NEFT CR-ORD-2026-000090,20000000-0000-4000-8000-000000000090
30000000-0000-4000-8000-000000000091,BANKREF-KRE4V9KYPO,122693640136,682504,2026-08-07,NEFT CR-ORD-2026-000091,20000000-0000-4000-8000-000000000091
30000000-0000-4000-8000-000000000092,BANKREF-JL9R9KMP6J,895417495964,1160549,2026-06-05,NEFT CR-ORD-2026-000092,20000000-0000-4000-8000-000000000092
30000000-0000-4000-8000-000000000093,BANKREF-Y5AYYOV84F,086495096937,106721,2026-08-08,NEFT CR-ORD-2026-000093,20000000-0000-4000-8000-000000000093
30000000-0000-4000-8000-000000000094,BANKREF-RUP13WPPBM,426146524941,357558,2026-06-21,NEFT CR-ORD-2026-000094,20000000-0000-4000-8000-000000000094
30000000-0000-4000-8000-000000000095,BANKREF-C9JYPAOAXQ,467738669680,1365593,2026-08-15,NEFT CR-ORD-2026-000095,20000000-0000-4000-8000-000000000095
30000000-0000-4000-8000-000000000096,BANKREF-40VTKRRVWY,847543084449,324653,2026-08-15,NEFT CR-ORD-2026-000096,20000000-0000-4000-8000-000000000096
30000000-0000-4000-8000-000000000097,BANKREF-KHBA5MF36B,046122330821,1135260,2026-07-19,NEFT CR-ORD-2026-000097,20000000-0000-4000-8000-000000000097
30000000-0000-4000-8000-000000000098,BANKREF-I3MSDN1MXF,742844487301,986066,2026-06-04,NEFT CR-ORD-2026-000098,20000000-0000-4000-8000-000000000098
30000000-0000-4000-8000-000000000099,BANKREF-52OHKBM00E,920557107527,171753,2026-08-31,NEFT CR-ORD-2026-000099,20000000-0000-4000-8000-000000000099
30000000-0000-4000-8000-000000000100,BANKREF-CC5RQNSVSO,244494981171,196061,2026-07-09,NEFT CR-ORD-2026-000100,20000000-0000-4000-8000-000000000100
30000000-0000-4000-8000-000000000101,BANKREF-UU62RZV1SQ,448376423598,1400353,2026-06-03,NEFT CR-ORD-2026-000101,20000000-0000-4000-8000-000000000101
30000000-0000-4000-8000-000000000102,BANKREF-4LJEDGFJDL,416300334338,161008,2026-07-27,NEFT CR-ORD-2026-000102,20000000-0000-4000-8000-000000000102
30000000-0000-4000-8000-000000000103,BANKREF-8WXGC7JJY9,828215006879,343400,2026-08-17,NEFT CR-ORD-2026-000103,20000000-0000-4000-8000-000000000103
30000000-0000-4000-8000-000000000104,BANKREF-M33MG1ZAQ7,420293063724,995928,2026-07-07,NEFT CR-ORD-2026-000104,20000000-0000-4000-8000-000000000104
30000000-0000-4000-8000-000000000105,BANKREF-7X7B7P9JYQ,378224401050,468477,2026-08-02,NEFT CR-ORD-2026-000105,20000000-0000-4000-8000-000000000105
30000000-0000-4000-8000-000000000106,BANKREF-BVPDCB4OWO,876444616605,138454,2026-08-04,NEFT CR-ORD-2026-000106,20000000-0000-4000-8000-000000000106
30000000-0000-4000-8000-000000000107,BANKREF-PHH62MYZ9V,359641470202,192156,2026-06-17,NEFT CR-ORD-2026-000107,20000000-0000-4000-8000-000000000107
30000000-0000-4000-8000-000000000108,BANKREF-MHQNNGS2WP,718115634697,1017506,2026-08-02,NEFT CR-ORD-2026-000108,20000000-0000-4000-8000-000000000108
30000000-0000-4000-8000-000000000109,BANKREF-HH5OL5U7NT,104354644483,1386293,2026-06-17,NEFT CR-ORD-2026-000109,20000000-0000-4000-8000-000000000109
30000000-0000-4000-8000-000000000111,BANKREF-P4BF5L0RXM,247762550199,324360,2026-07-24,NEFT CR-ORD-2026-000111,20000000-0000-4000-8000-000000000111
30000000-0000-4000-8000-000000000112,BANKREF-FDTRC85EHP,746955620103,1297831,2026-06-21,NEFT CR-ORD-2026-000112,20000000-0000-4000-8000-000000000112
30000000-0000-4000-8000-000000000113,BANKREF-O1EN1S2OFH,006643310271,545515,2026-08-01,NEFT CR-ORD-2026-000113,20000000-0000-4000-8000-000000000113
30000000-0000-4000-8000-000000000114,BANKREF-BA117NIDP9,316287811413,794887,2026-06-08,NEFT CR-ORD-2026-000114,20000000-0000-4000-8000-000000000114
30000000-0000-4000-8000-000000000116,BANKREF-W6L01WCNKF,209597326759,677036,2026-08-23,NEFT CR-ORD-2026-000116,20000000-0000-4000-8000-000000000116
30000000-0000-4000-8000-000000000117,BANKREF-IGIKQWJ2C9,314577870387,1220109,2026-06-10,NEFT CR-ORD-2026-000117,20000000-0000-4000-8000-000000000117
30000000-0000-4000-8000-000000000118,BANKREF-11MZWNCNPI,493706169125,878760,2026-07-25,NEFT CR-ORD-2026-000118,20000000-0000-4000-8000-000000000118
30000000-0000-4000-8000-000000000119,BANKREF-ACZSX0GNZH,194810172946,39154,2026-06-09,NEFT CR-ORD-2026-000119,20000000-0000-4000-8000-000000000119
30000000-0000-4000-8000-000000000120,BANKREF-NCMLDQZ05E,682683664419,1408555,2026-06-14,NEFT CR-ORD-2026-000120,20000000-0000-4000-8000-000000000120
30000000-0000-4000-8000-000000000121,BANKREF-8RTIG7ZD9B,933276966964,1033226,2026-07-22,NEFT CR-ORD-2026-000121,20000000-0000-4000-8000-000000000121
30000000-0000-4000-8000-000000000122,BANKREF-127EXVDA4L,822612788035,1414218,2026-06-05,NEFT CR-ORD-2026-000122,20000000-0000-4000-8000-000000000122
30000000-0000-4000-8000-000000000123,BANKREF-ZTDL25B7KX,544828163817,456858,2026-06-04,NEFT CR-ORD-2026-000123,20000000-0000-4000-8000-000000000123
30000000-0000-4000-8000-000000000124,BANKREF-EX6IV9RYDV,397213785473,702617,2026-08-13,NEFT CR-ORD-2026-000124,20000000-0000-4000-8000-000000000124
30000000-0000-4000-8000-000000000125,BANKREF-XQUZS9MTHD,821289623160,800941,2026-06-25,NEFT CR-ORD-2026-000125,20000000-0000-4000-8000-000000000125
30000000-0000-4000-8000-000000000127,BANKREF-6G8OM08TV4,410511370797,1279670,2026-08-12,NEFT CR-ORD-2026-000127,20000000-0000-4000-8000-000000000127
30000000-0000-4000-8000-000000000128,BANKREF-OW60ZZ0I08,885669685208,688460,2026-07-31,NEFT CR-ORD-2026-000128,20000000-0000-4000-8000-000000000128
30000000-0000-4000-8000-000000000129,BANKREF-APHT6O6A1J,433852964170,100862,2026-06-28,NEFT CR-ORD-2026-000129,20000000-0000-4000-8000-000000000129
30000000-0000-4000-8000-000000000130,BANKREF-KR1IFSI159,281787519562,197478,2026-06-03,NEFT CR-ORD-2026-000130,20000000-0000-4000-8000-000000000130
30000000-0000-4000-8000-000000000131,BANKREF-KDAT5L0N2T,362381715961,113444,2026-08-16,NEFT CR-ORD-2026-000131,20000000-0000-4000-8000-000000000131
30000000-0000-4000-8000-000000000132,BANKREF-0OY58F1N2O,211268747532,177217,2026-06-02,NEFT CR-ORD-2026-000132,20000000-0000-4000-8000-000000000132
30000000-0000-4000-8000-000000000132D,BANKREF-TGBIBF57J2D,628503630757,177217,2026-06-04,NEFT CR-ORD-2026-000132,20000000-0000-4000-8000-000000000132
30000000-0000-4000-8000-000000000133,BANKREF-GG5GR0XAFG,360029915786,491129,2026-07-11,NEFT CR-ORD-2026-000133,20000000-0000-4000-8000-000000000133
30000000-0000-4000-8000-000000000134,BANKREF-F6APFXI5N5,811119361998,52530,2026-07-15,NEFT CR-ORD-2026-000134,20000000-0000-4000-8000-000000000134
30000000-0000-4000-8000-000000000135,BANKREF-GNLPYO2M2X,244558354567,302408,2026-06-15,NEFT CR-ORD-2026-000135,20000000-0000-4000-8000-000000000135
30000000-0000-4000-8000-000000000136,BANKREF-BNCCU3FG00,624376218075,395637,2026-06-03,NEFT CR-ORD-2026-000136,20000000-0000-4000-8000-000000000136
30000000-0000-4000-8000-000000000137,BANKREF-CV4BKTCV1L,560295570390,1351435,2026-08-30,NEFT CR-ORD-2026-000137,20000000-0000-4000-8000-000000000137
30000000-0000-4000-8000-000000000138,BANKREF-QEKW7BZYI9,695900738784,656336,2026-07-18,NEFT CR-ORD-2026-000138,20000000-0000-4000-8000-000000000138
30000000-0000-4000-8000-000000000140,BANKREF-GD8OPOCMVH,714591259708,673716,2026-07-26,NEFT CR-ORD-2026-000140,20000000-0000-4000-8000-000000000140
30000000-0000-4000-8000-000000000140D,BANKREF-9HHA1PJGFJD,084428108492,673716,2026-07-28,NEFT CR-ORD-2026-000140,20000000-0000-4000-8000-000000000140
30000000-0000-4000-8000-000000000141,BANKREF-H9PTFNM88U,080858664435,689827,2026-08-06,NEFT CR-ORD-2026-000141,20000000-0000-4000-8000-000000000141
30000000-0000-4000-8000-000000000142,BANKREF-48M2Q6X2O7,752639960900,200748,2026-06-26,NEFT CR-ORD-2026-000142,20000000-0000-4000-8000-000000000142
30000000-0000-4000-8000-000000000143,BANKREF-AA1FWT9UA0,967162187832,1331224,2026-07-15,NEFT CR-ORD-2026-000143,20000000-0000-4000-8000-000000000143
30000000-0000-4000-8000-000000000144,BANKREF-EMM9VASJEV,557238010612,152123,2026-08-25,NEFT CR-ORD-2026-000144,20000000-0000-4000-8000-000000000144
30000000-0000-4000-8000-000000000145,BANKREF-68JOV58TOE,841223130672,576955,2026-08-06,NEFT CR-ORD-2026-000145,20000000-0000-4000-8000-000000000145
30000000-0000-4000-8000-000000000146,BANKREF-K4O67BXCD2,727453636489,1457179,2026-06-21,NEFT CR-ORD-2026-000146,20000000-0000-4000-8000-000000000146
30000000-0000-4000-8000-000000000147,BANKREF-WYSIRRK1RD,773826860426,1007938,2026-08-17,NEFT CR-ORD-2026-000147,20000000-0000-4000-8000-000000000147
30000000-0000-4000-8000-000000000148,BANKREF-METMHOPMPN,039111265102,319966,2026-07-04,NEFT CR-ORD-2026-000148,20000000-0000-4000-8000-000000000148
30000000-0000-4000-8000-000000000149,BANKREF-FARMGJCY4V,954218598511,203677,2026-08-18,NEFT CR-ORD-2026-000149,20000000-0000-4000-8000-000000000149
30000000-0000-4000-8000-000000000150,BANKREF-W85Y6Q8SJY,834930536449,506654,2026-08-20,NEFT CR-ORD-2026-000150,20000000-0000-4000-8000-000000000150
30000000-0000-4000-8000-000000000151,BANKREF-VCHRM3WP8D,233563561153,195671,2026-07-19,NEFT CR-ORD-2026-000151,20000000-0000-4000-8000-000000000151
30000000-0000-4000-8000-000000000152,BANKREF-4DJ9DV3UY5,155775591861,925920,2026-08-22,NEFT CR-ORD-2026-000152,20000000-0000-4000-8000-000000000152
30000000-0000-4000-8000-000000000153,BANKREF-RKY8RYOZDP,404503686099,1169825,2026-06-12,NEFT CR-ORD-2026-000153,20000000-0000-4000-8000-000000000153
30000000-0000-4000-8000-000000000154,BANKREF-V3CB0IXRYL,279718739902,462325,2026-07-04,NEFT CR-ORD-2026-000154,20000000-0000-4000-8000-000000000154
30000000-0000-4000-8000-000000000155,BANKREF-GH3SM642PW,851514050828,725758,2026-08-28,NEFT CR-ORD-2026-000155,20000000-0000-4000-8000-000000000155
30000000-0000-4000-8000-000000000156,BANKREF-MCO075RE0D,423478290716,128104,2026-07-13,NEFT CR-ORD-2026-000156,20000000-0000-4000-8000-000000000156
30000000-0000-4000-8000-000000000157,BANKREF-9EOXXC7HZ3,884335828351,903268,2026-07-14,NEFT CR-ORD-2026-000157,20000000-0000-4000-8000-000000000157
30000000-0000-4000-8000-000000000158,BANKREF-TXB1761M3J,720768797859,1147953,2026-07-19,NEFT CR-ORD-2026-000158,20000000-0000-4000-8000-000000000158
30000000-0000-4000-8000-000000000159,BANKREF-Q8R4HC7JVL,017281616010,1392737,2026-06-06,NEFT CR-ORD-2026-000159,20000000-0000-4000-8000-000000000159
30000000-0000-4000-8000-000000000160,BANKREF-7KBNKFVDHL,777793561769,1396057,2026-06-06,NEFT CR-ORD-2026-000160,20000000-0000-4000-8000-000000000160
30000000-0000-4000-8000-000000000161,BANKREF-7I6YXV2MEO,514811414774,824863,2026-08-03,NEFT CR-ORD-2026-000161,20000000-0000-4000-8000-000000000161
